Gene_designations	OLN	Swiss-Prot-AC	Entry	SGD_X_ref
YGR066C	YGR066C	P53242	YG29_YEAST	S000003298
YGR067C	YGR067C	P53243	YG2A_YEAST	S000003299
YGR068W-A	YGR068W-A	Q8TGN8	YG068_YEAST	S000028637
YGR069W	YGR069W	P53245	YG2C_YEAST	S000003301
YGR073C	YGR073C	P53247	YG2E_YEAST	S000003305
YGR079W	YGR079W	P53249	YG2G_YEAST	S000003311
YGR107W	YGR107W	P53263	YG2U_YEAST	S000003339
YGR111W;G6145	YGR111W	P53265	YG2W_YEAST	S000003343
YGR114C;G6163	YGR114C	P53268	YG2Z_YEAST	S000003346
YGR115C;G6166	YGR115C	P53269	YG31_YEAST	S000003347
YGR117C;G6172	YGR117C	P53270	YG32_YEAST	S000003349
YGR121W-A	YGR121W-A	Q3E816	YG121_YEAST	S000028550
YGR122C-A	YGR122C-A	P0C5N2	YG122_YEAST	S000007240
YGR122W;G6335	YGR122W	P53272	YG34_YEAST	S000003354
YGR125W;G6362	YGR125W	P53273	YG35_YEAST	S000003357
YGR126W;G6365	YGR126W	P53274	YG36_YEAST	S000003358
YGR127W	YGR127W	P53275	YG37_YEAST	S000003359
YGR130C	YGR130C	P53278	YG3A_YEAST	S000003362
YGR137W	YGR137W	P53282	YG3E_YEAST	S000003369
YGR139W	YGR139W	P53284	YG3G_YEAST	S000003371
YGR146C-A	YGR146C-A	Q8TGT9	YG146_YEAST	S000028638
YGR149W;G6639	YGR149W	P48236	YG3L_YEAST	S000003381
YGR151C	YGR151C	P53287	YG3N_YEAST	S000003383
YGR153W;G6661	YGR153W	P48238	YG3O_YEAST	S000003385
YGR160W;G7004	YGR160W	P53288	YG3R_YEAST	S000003392
YGR161W-C	YGR161W-C	Q3E744	YG161_YEAST	S000029726
YGR164W	YGR164W	P53291	YG3U_YEAST	S000003396
YGR168C	YGR168C	P53293	YG3W_YEAST	S000003400
YGR174W-A	YGR174W-A	Q8TGT8	YG174_YEAST	S000028639
YGR176W	YGR176W	P32475	YG3Z_YEAST	S000003408
YGR182C;G7160	YGR182C	P53300	YG45_YEAST	S000003414
YGR190C	YGR190C	P53302	YG47_YEAST	S000003422
YGR201C;G7727	YGR201C	P42936	YG4D_YEAST	S000003433
YGR204C-A	YGR204C-A	Q8TGT7	YG204_YEAST	S000028640
YGR210C;G7748	YGR210C	P42942	YG4I_YEAST	S000003442
YGR219W	YGR219W	P53307	YG4O_YEAST	S000003451
YGR226C;G8544	YGR226C	P50083	YG4T_YEAST	S000003458
YGR228W	YGR228W	P53308	YG4U_YEAST	S000003460
YGR237C;G8581	YGR237C	P50089	YG51_YEAST	S000003469
YGR240C-A	YGR240C-A	Q3E786	YG240_YEAST	S000028551
YGR242W	YGR242W	P53310	YG55_YEAST	S000003474
YGR250C	YGR250C	P53316	YG5B_YEAST	S000003482
YGR259C	YGR259C	P53321	YG5G_YEAST	S000003491
YGR265W	YGR265W	P53325	YG5K_YEAST	S000003497
YGR266W	YGR266W	P53326	YG5L_YEAST	S000003498
YGR269W	YGR269W	P40326	YG5N_YEAST	S000003501
YGR270C-A	YGR270C-A	Q8TGN7	YG270_YEAST	S000028641
YGR273C;G9371	YGR273C	P53329	YG5Q_YEAST	S000003505
YGR283C	YGR283C	P53336	YG5X_YEAST	S000003515
YGR290W	YGR290W	P53339	YG61_YEAST	S000003522
YGR291C	YGR291C	P53340	YG62_YEAST	S000003523
YGR293C	YGR293C	P53342	YG64_YEAST	S000003525
YGR296C-A	YGR296C-A	P0CL28	YGR96_YEAST	S000028642
YGR296C-B	YGR296C-B	P0CX96	YG296_YEAST	S000028643
YHL002C-A	YHL002C-A	A0A023PYG1	YH002_YEAST	S000028770
YHL005C	YHL005C	P38752	YHA5_YEAST	S000000997
YHL006W-A	YHL006W-A	A0A023PXE5	YH006_YEAST	S000028771
YHL008C	YHL008C	P38750	YHA8_YEAST	S000001000
YHL012W	YHL012W	P38709	UGPA2_YEAST	S000001004
YHL015W-A	YHL015W-A	Q3E7Z6	YH015_YEAST	S000028828
YHL017W	YHL017W	P38745	YHB7_YEAST	S000001009
YHL018W	YHL018W	P38744	PHS_YEAST	S000001010
YHL019W-A	YHL019W-A	A0A023PXL1	YH019_YEAST	S000028772
YHL026C	YHL026C	P38740	YHC6_YEAST	S000001018
YHL030W-A	YHL030W-A	A0A023PZD5	YH030_YEAST	S000028773
YHL034W-A	YHL034W-A	A0A023PZH9	YH034_YEAST	S000028774
YHL037C	YHL037C	P38733	YHD7_YEAST	S000001029
YHL041W	YHL041W	P38730	YHE1_YEAST	S000001033
YHL042W	YHL042W	P38729	YHE2_YEAST	S000001034
YHL044W	YHL044W	P38727	YHE4_YEAST	S000001036
YHL045W	YHL045W	P38726	YHE5_YEAST	S000001037
YHL046W-A	YHL046W-A	A0A023PYG5	YH046_YEAST	S000028775
YHL048C-A	YHL048C-A	Q3E758	YH048_YEAST	S000028829
YHL049C	YHL049C	P38722	YHE9_YEAST	S000001041
YHL050C	YHL050C	P38721	YHF0_YEAST	S000001042
YHL050W-A	YHL050W-A	P0C5B8	YH050_YEAST	S000028644
YHR007C-A	YHR007C-A	Q07074	YH007_YEAST	S000028830
YHR020W	YHR020W	P38708	YHI0_YEAST	S000001062
YHR022C	YHR022C	P38763	YHI2_YEAST	S000001064
YHR022C-A	YHR022C-A	Q8TGT6	YH022_YEAST	S000028645
YHR028W-A	YHR028W-A	A0A023PXE8	YH028_YEAST	S000028776
YHR032C-A	YHR032C-A	Q8TGT5	YH032_YEAST	S000028646
YHR032W-A	YHR032W-A	P0C5N6	YH32A_YEAST	S000028831
YHR033W	YHR033W	P38690	YHJ3_YEAST	S000001075
YHR035W	YHR035W	P38769	YHJ5_YEAST	S000001077
YHR045W	YHR045W	P38775	YHK5_YEAST	S000001087
YHR049C-A	YHR049C-A	O13533	YH049_YEAST	S000003532
YHR050W-A	YHR050W-A	Q05451	YH50_YEAST	S000028832
YHR052W-A	YHR052W-A	P0CL32	YH052_YEAST	S000028647
YHR054C	YHR054C	P38780	YHL4_YEAST	S000001096
YHR054W-A	YHR054W-A	P0CL33	YH054_YEAST	S000028648
YHR056W-A	YHR056W-A	A0A023PXL7	YH056_YEAST	S000028777
YHR063W-A	YHR063W-A	A0A023PZE1	YH063_YEAST	S000028778
YHR069C-A	YHR069C-A	A0A023PZI4	YH069_YEAST	S000028779
YHR070C-A	YHR070C-A	A0A023PYH0	YH070_YEAST	S000028780
YHR071C-A	YHR071C-A	A0A023PXF2	YH071_YEAST	S000028781
YHR073C-B	YHR073C-B	P0C5N4	YH73B_YEAST	S000028833
YHR073W-A	YHR073W-A	P0C5N7	YH73A_YEAST	S000028834
YHR078W	YHR078W	P38799	YHN8_YEAST	S000001120
YHR086W-A	YHR086W-A	Q3E746	YH086_YEAST	S000028552
YHR095W	YHR095W	P38808	YHP5_YEAST	S000001137
YHR097C	YHR097C	P38809	YHP7_YEAST	S000001139
YHR112C	YHR112C	P38716	YHR2_YEAST	S000001154
YHR122W	YHR122W	P38829	YHS2_YEAST	S000001164
YHR125W	YHR125W	P38831	YHS5_YEAST	S000001167
YHR127W	YHR127W	P38833	YHS7_YEAST	S000001169
YHR130C	YHR130C	P38834	YHT0_YEAST	S000001172
YHR131C	YHR131C	P38835	YHT1_YEAST	S000001173
YHR131W-A	YHR131W-A	A0A023PXM2	YH131_YEAST	S000028782
YHR137C-A	YHR137C-A	Q8TGN6	YH137_YEAST	S000028649
YHR138C	YHR138C	P38841	YHT8_YEAST	S000001180
YHR139C-A	YHR139C-A	O13536	YH139_YEAST	S000003533
YHR140W	YHR140W	P38842	YHU0_YEAST	S000001182
YHR145C	YHR145C	O13537	YH145_YEAST	S000001188
YHR165W-A	YHR165W-A	A0A023PZE4	YH165_YEAST	S000028783
YHR173C	YHR173C	P38864	YHX3_YEAST	S000001216
YHR175W-A	YHR175W-A	Q3E815	YH175_YEAST	S000028553
YHR177W	YHR177W	P38867	YHX7_YEAST	S000001220
YHR180C-B;smORF286	YHR180C-B	P0C5N5	YH180_YEAST	S000028554
YHR180W	YHR180W	P38868	YHY0_YEAST	S000001223
YHR180W-A;smORF288	YHR180W-A	P0C5N8	YH80A_YEAST	S000028555
YHR182C-A	YHR182C-A	A0A023PZI9	YH182_YEAST	S000028784
YHR182W	YHR182W	P38870	YHY2_YEAST	S000001225
YHR193C-A	YHR193C-A	A0A023PYH5	YH193_YEAST	S000028785
YHR202W	YHR202W	P38887	YH02_YEAST	S000001245
YHR210C	YHR210C	P38893	YH10_YEAST	S000001253
YHR212C	YHR212C	P0CX89	YH212_YEAST	S000001255
YHR212W-A	YHR212W-A	P0CX91	YH21A_YEAST	S000028650
YHR213W	YHR213W	P0CI67	YHU3_YEAST	S000001256
YHR213W-A	YHR213W-A	Q8TGT4	YH213_YEAST	S000028651
YHR213W-B	YHR213W-B	Q8TGK1	YH21B_YEAST	S000028652
YHR214C-D	YHR214C-D	P0CX93	YH21D_YEAST	S000028653
YHR214C-E	YHR214C-E	Q8TGK0	YH1E_YEAST	S000028654
YHR214W	YHR214W	P0CX19	YH214_YEAST	S000001257
YHR214W-A	YHR214W-A	O13534	YH1A_YEAST	S000003535
YHR217C	YHR217C	P38898	YH17_YEAST	S000001260
YHR218W	YHR218W	P38899	YH18_YEAST	S000001261
YHR218W-A	YHR218W-A	A0A023PXF5	YH218_YEAST	S000028786
YHR219C-A	YHR219C-A	P0CL34	YH219_YEAST	S000028655
YHR219W	YHR219W	P38900	YH19_YEAST	S000001262
YIL001W;YIA1W	YIL001W	P40560	YIA1_YEAST	S000001263
YIL002W-A	YIL002W-A	Q3E7Z5	YI002_YEAST	S000028835
YIL012W	YIL012W	P40551	YIB2_YEAST	S000001274
YIL014C-A	YIL014C-A	Q02598	YI014_YEAST	S000003536
YIL020C-A	YIL020C-A	A0A023PXM7	YIL20_YEAST	S000028787
YIL021C-A	YIL021C-A	Q8TGN4	YI21A_YEAST	S000028656
YIL024C	YIL024C	P40543	YIC4_YEAST	S000001286
YIL025C	YIL025C	P40542	YIC5_YEAST	S000001287
YIL028W	YIL028W	P40539	YIC8_YEAST	S000001290
YIL029C	YIL029C	P40538	YIC9_YEAST	S000001291
YIL029W-A	YIL029W-A	A0A023PZE9	YI029_YEAST	S000028788
YIL030W-A	YIL030W-A	A0A023PZJ3	YI030_YEAST	S000028789
YIL032C	YIL032C	P40536	YID2_YEAST	S000001294
YIL046W-A	YIL046W-A	Q3E7Z4	YI046_YEAST	S000028836
YIL047C-A	YIL047C-A	A0A023PYH8	YI047_YEAST	S000028790
YIL054W	YIL054W	P40524	YIF4_YEAST	S000001316
YIL055C	YIL055C	P40523	YIF5_YEAST	S000001317
YIL058W	YIL058W	P40521	YIF8_YEAST	S000001320
YIL059C	YIL059C	P40520	YIF9_YEAST	S000001321
YIL060W	YIL060W	P40519	YIG0_YEAST	S000001322
YIL066W-A	YIL066W-A	A0A023PXF8	YI066_YEAST	S000028791
YIL067C	YIL067C	P40514	YIG7_YEAST	S000001329
YIL068W-A	YIL068W-A	A0A023PXN3	YI068_YEAST	S000028792
YIL071W-A	YIL071W-A	A0A023PZF3	YI070_YEAST	S000028793
YIL077C	YIL077C	P40508	PUP1_YEAST	S000001339
YIL086C	YIL086C	P40503	YII6_YEAST	S000001348
YIL089W	YIL089W	P40500	YII9_YEAST	S000001351
YIL092W	YIL092W	P40497	YIJ2_YEAST	S000001354
YIL100C-A	YIL100C-A	Q03884	YI100_YEAST	S000028794
YIL100W	YIL100W	P40490	YIK0_YEAST	S000001362
YIL102C	YIL102C	P40488	YIK2_YEAST	S000001364
YIL102C-A	YIL102C-A	Q2V2P5	YI102_YEAST	S000113587
YIL105W-A	YIL105W-A	Q8TGN5	YI105_YEAST	S000028657
YIL108W	YIL108W	P40483	YIK8_YEAST	S000001370
YIL115W-A	YIL115W-A	A0A023PZJ9	YI115_YEAST	S000028795
YIL134C-A	YIL134C-A	Q45U18	YI134_YEAST	S000028556
YIL141W	YIL141W	P40461	YIO1_YEAST	S000001403
YIL142C-A	YIL142C-A	A0A023PYI2	YI142_YEAST	S000028796
YIL152W	YIL152W	P40455	YIP2_YEAST	S000001414
YIL156W-A	YIL156W-A	A0A023PXG3	YI56A_YEAST	S000028797
YIL156W-B	YIL156W-B	Q2V2P4	YI156_YEAST	S000028511
YIL161W	YIL161W	P40449	YIQ1_YEAST	S000001423
YIL163C	YIL163C	P40448	YIQ3_YEAST	S000001425
YIL165C;YI9402.10AC	YIL165C	P40446	YIQ5_YEAST	S000001427
YIL166C	YIL166C	P40445	YIQ6_YEAST	S000001428
YIL168W;YI9402.08A	YIL168W	P0CF21	YI168_YEAST	S000001430
YIL169C;YI9402.07C	YIL169C	P40442	YIQ9_YEAST	S000001431
YIL171W-A	YIL171W-A	A0A023PXN9	YI171_YEAST	S000028798
YIL171W;YI9402.06A	YIL171W	P40440	YIR1_YEAST	S000001433
YIL174W	YIL174W	P0CL25	YIR4_YEAST	S000001436
YIL175W	YIL175W	P0CL23	YIR5_YEAST	S000001437
YIL177C	YIL177C	P40434	YIR7_YEAST	S000001439
YIL177W-A	YIL177W-A	P0CL41	YJ255_YEAST	S000028658
YIR007W;YIB7W	YIR007W	P40566	YIS7_YEAST	S000001446
YIR014W	YIR014W	P40570	YIT4_YEAST	S000001453
YIR016W	YIR016W	P40572	YIT6_YEAST	S000001455
YIR017W-A	YIR017W-A	Q03885	YI017_YEAST	S000028799
YIR018C-A	YIR018C-A	Q3E7Z3	YI018_YEAST	S000028837
YIR020C	YIR020C	P40575	YIU0_YEAST	S000001459
YIR020C-B	YIR020C-B	Q03888	YI020_YEAST	S000028800
YIR020W-A;YIR020W-B	YIR020W-A	Q03886	YI20A_YEAST	S000007241
YIR021W-A	YIR021W-A	Q3E739	YI021_YEAST	S000028838
YIR023C-A	YIR023C-A	A0A023PZF9	YI023_YEAST	S000028801
YIR030W-A	YIR030W-A	A0A023PZK4	YI30A_YEAST	S000028802
YIR035C	YIR035C	P40579	YIV5_YEAST	S000001474
YIR036W-A	YIR036W-A	A0A023PYI5	YI036_YEAST	S000028803
YIR040C	YIR040C	P40584	YIW0_YEAST	S000001479
YIR042C	YIR042C	P40586	YIW2_YEAST	S000001481
YIR043C;YI8224.05C	YIR043C	P40587	YIW3_YEAST	S000001482
YIR044C	YIR044C	P40588	YIW4_YEAST	S000001483
YJL007C;J1379	YJL007C	P47080	YJA7_YEAST	S000003544
YJL009W;J1369	YJL009W	P47078	YJA9_YEAST	S000003546
YJL015C;J1331	YJL015C	P47073	YJB5_YEAST	S000003552
YJL016W;J1320;J1326;YJL017W	YJL016W	P47072	YJB6_YEAST	S000003553
YJL020W-A	YJL020W-A	Q8TGN2	YJ020_YEAST	S000028659
YJL022W;J1284	YJL022W	P47066	YJC2_YEAST	S000003559
YJL026C-A	YJL026C-A	Q8TGJ8	YJ026_YEAST	S000028660
YJL027C;J1269	YJL027C	P47063	YJC7_YEAST	S000003564
YJL028W;J1267	YJL028W	P47062	YJC8_YEAST	S000003565
YJL032W;J1252	YJL032W	P47059	YJD2_YEAST	S000003569
YJL043W;J1204	YJL043W	P47053	YJE3_YEAST	S000003579
YJL045W;J1194	YJL045W	P47052	SDHX_YEAST	S000003581
YJL047C-A	YJL047C-A	Q3E737	YJ047_YEAST	S000028804
YJL049W;J1162	YJL049W	P47048	YJE9_YEAST	S000003585
YJL052C-A	YJL052C-A	Q3E837	YJ052_YEAST	S000007610
YJL055W;J1148	YJL055W	P47044	YJF5_YEAST	S000003591
YJL064W;HRC131;J1120	YJL064W	P47038	YJG4_YEAST	S000003600
YJL067W;HRA116;J1107	YJL067W	P40365	YJG7_YEAST	S000003603
YJL068C;HRE299;J1102	YJL068C	P40363	SFGH_YEAST	S000003604
YJL070C;HRD888;J1095	YJL070C	P40361	YJH0_YEAST	S000003606
YJL077W-A	YJL077W-A	Q8TGN3	YJ77A_YEAST	S000028661
YJL077W-B	YJL077W-B	Q8TGT3	YJ77B_YEAST	S000028662
YJL086C;J0930	YJL086C	P47028	YJI6_YEAST	S000003622
YJL107C;J0813	YJL107C	P42947	YJK7_YEAST	S000003643
YJL118W;J0742	YJL118W	P47022	YJL8_YEAST	S000003654
YJL119C;J0738	YJL119C	P47021	YJL9_YEAST	S000003655
YJL120W;J0734	YJL120W	P47020	YJM0_YEAST	S000003656
YJL127C-B	YJL127C-B	Q3E828	YJ127_YEAST	S000028522
YJL127W-A;YJL127W-B	YJL127W-A	P0C5P1	YJ27A_YEAST	S000007612
YJL132W;J0678	YJL132W	P47014	YJN2_YEAST	S000003668
YJL133C-A	YJL133C-A	Q3E7A3	YJ133_YEAST	S000028805
YJL135W;J0666	YJL135W	P47012	YJN5_YEAST	S000003671
YJL136W-A	YJL136W-A	Q3E801	YJ136_YEAST	S000028806
YJL144W;J0646	YJL144W	P47009	YJO4_YEAST	S000003680
YJL150W;J0632	YJL150W	P47004	YJP0_YEAST	S000003686
YJL152W;J0628	YJL152W	P47003	YJP2_YEAST	S000003688
YJL156W-A	YJL156W-A	P0C5N9	YJ156_YEAST	S000007613
YJL163C;J0544	YJL163C	P46996	YJQ3_YEAST	S000003699
YJL169W;J0517	YJL169W	P46994	YJQ9_YEAST	S000003705
YJL171C;J0512	YJL171C	P46992	YJR1_YEAST	S000003707
YJL175W;J0502	YJL175W	P46991	YJR5_YEAST	S000003711
YJL181W;J0435	YJL181W	P46987	YJS1_YEAST	S000003717
YJL182C;J0430	YJL182C	P46986	YJS2_YEAST	S000003718
YJL193W;J0349	YJL193W	P39542	YJT3_YEAST	S000003729
YJL195C;J0345	YJL195C	P39541	YJT5_YEAST	S000003731
YJL197C-A	YJL197C-A	P0C5P0	YJ197_YEAST	S000028839
YJL202C;J0323	YJL202C	P39532	YJU2C_YEAST	S000003738
YJL206C;J0316	YJL206C	P39529	YJU6_YEAST	S000003741
YJL211C;HRD147;J0238	YJL211C	P40898	YJV1_YEAST	S000003747
YJL213W;HRC331;J0234	YJL213W	P40896	YJV3_YEAST	S000003749
YJL215C;HRE119;J0231	YJL215C	P40895	YJV5_YEAST	S000003751
YJL218W;HRA196;J0224	YJL218W	P40892	YJV8_YEAST	S000003754
YJL220W;HRC150;J0220	YJL220W	P40891	YJW0_YEAST	S000003756
YJL222W-A	YJL222W-A	P0CL26	YJL2A_YEAST	S000028663
YJL222W-B	YJL222W-B	P0CL24	YJL2B_YEAST	S000028664
YJL225C;HRF393/HRD1054;HRF393/HRD732;J0202	YJL225C	P40889	YJW5_YEAST	S000003760
YJL225W-A	YJL225W-A	P0CL42	YI177_YEAST	S000028665
YJR008W;J1431;YJR83.9	YJR008W	P47085	YJX8_YEAST	S000003768
YJR011C;J1438;YJR83.26	YJR011C	P47086	YJY1_YEAST	S000003772
YJR012C;J1440;YJR83.25	YJR012C	P47087	YJY2_YEAST	S000003773
YJR015W;J1448	YJR015W	P47090	YJY5_YEAST	S000003776
YJR018W;J1454;YJR83.14	YJR018W	P47091	YJY8_YEAST	S000003779
YJR020W;J1458;YJR83.15	YJR020W	P47092	YJZ0_YEAST	S000003781
YJR023C;J1470;YJR83.19	YJR023C	P47094	YJZ3_YEAST	S000003784
YJR030C;J1575L	YJR030C	P47101	YJ00_YEAST	S000003791
YJR037W;J1610	YJR037W	P47105	YJ07_YEAST	S000003798
YJR038C;J1612	YJR038C	P47106	YJ08_YEAST	S000003799
YJR039W;J1614	YJR039W	P47107	YJ09_YEAST	S000003800
YJR054W;J1669	YJR054W	P47114	YJ24_YEAST	S000003815
YJR056C;J1710	YJR056C	P47115	YJ26_YEAST	S000003817
YJR061W;J1736	YJR061W	P40355	YJ31_YEAST	S000003822
YJR071W;J1818	YJR071W	P47121	YJ41_YEAST	S000003832
YJR079W;J1843	YJR079W	P47126	YJ49_YEAST	S000003840
YJR085C;J1863	YJR085C	P47131	YJ55_YEAST	S000003845
YJR087W;J1870	YJR087W	P47132	YJ57_YEAST	S000003847
YJR096W;J1926	YJR096W	P47137	YJ66_YEAST	S000003857
YJR098C;J1936	YJR098C	P47139	YJ68_YEAST	S000003859
YJR107C-A	YJR107C-A	P0CT86	YJ107_YEAST	-	
YJR107W;J1983	YJR107W	P47145	YJ77_YEAST	S000003868
YJR111C;J2009	YJR111C	P47148	YJ81_YEAST	S000003872
YJR112W-A	YJR112W-A	Q3E743	YJ112_YEAST	S000028513
YJR114W;J2024	YJR114W	P47151	YJ84_YEAST	S000003875
YJR115W;J2027	YJR115W	P47152	YJ85_YEAST	S000003876
YJR120W;J2039	YJR120W	P47157	YJ90_YEAST	S000003881
YJR124C;J2046	YJR124C	P47159	YJ94_YEAST	S000003885
YJR128W;J2059	YJR128W	P47162	YJ98_YEAST	S000003889
YJR140W-A	YJR140W-A	Q8TGN1	YJ140_YEAST	S000028666
YJR141W;J2166	YJR141W	P47172	YJ9I_YEAST	S000003902
YJR142W;J2171	YJR142W	P47173	YJ9J_YEAST	S000003903
YJR146W;J2200	YJR146W	P47174	YJ9K_YEAST	S000003907
YJR149W;J2213	YJR149W	P47177	2NDP_YEAST	S000003910
YJR151W-A	YJR151W-A	Q3E775	YJ151_YEAST	S000028557
YJR154W;J2240	YJR154W	P47181	YJ9S_YEAST	S000003915
YJR157W;J2255	YJR157W	P47184	YJ9V_YEAST	S000003918
YJR162C;J2420	YJR162C	P47188	YJ9Z_YEAST	S000003923
YKL018C-A	YKL018C-A	Q3E7A7	YK018_YEAST	S000007615
YKL023C-A	YKL023C-A	Q2V2P3	YK023_YEAST	S000113559
YKL023W	YKL023W	P36103	YKC3_YEAST	S000001506
YKL030W;YKL243	YKL030W	P36099	YKD0_YEAST	S000001513
YKL031W;YKL244	YKL031W	P36098	YKD1_YEAST	S000001514
YKL033W-A	YKL033W-A	Q86ZR7	YKD3A_YEAST	S000007242
YKL036C;YKL249	YKL036C	P32859	YKD6_YEAST	S000001519
YKL044W;YKL257	YKL044W	P36092	YKE44_YEAST	S000001527
YKL050C;YKL263;YKL301	YKL050C	P35736	YKF0_YEAST	S000001533
YKL053W;YKL307	YKL053W	P35733	YKF3_YEAST	S000001536
YKL063C;YKL327	YKL063C	P35725	YKG3_YEAST	S000001546
YKL065W-A	YKL065W-A	Q2V2P2	YK065_YEAST	S000113563
YKL066W;YKL332	YKL066W	P36089	YKG6_YEAST	S000001549
YKL068W-A	YKL068W-A	Q3E826	YK068_YEAST	S000028524
YKL069W;YKL340	YKL069W	P36088	FRMSR_YEAST	S000001552
YKL070W;YKL343	YKL070W	P36087	YKH0_YEAST	S000001553
YKL071W	YKL071W	P36086	YKH1_YEAST	S000001554
YKL075C	YKL075C	P36083	YKH5_YEAST	S000001558
YKL077W	YKL077W	P36081	YKH7_YEAST	S000001560
YKL083W	YKL083W	P36079	YKI3_YEAST	S000001566
YKL091C	YKL091C	P33324	YKJ1_YEAST	S000001574
YKL096C-B	YKL096C-B	Q8TGT2	YK096_YEAST	S000028667
YKL097C;YKL445	YKL097C	P34245	YKJ7_YEAST	S000001580
YKL100C;YKL450	YKL100C	P34248	YKK0_YEAST	S000001583
YKL100W-A	YKL100W-A	P0C5P2	YK100_YEAST	S000028840
YKL102C;YKL454	YKL102C	P34249	YKK2_YEAST	S000001585
YKL106C-A	YKL106C-A	Q3E7A0	YK106_YEAST	S000007616
YKL107W;YKL462	YKL107W	P34251	YKK7_YEAST	S000001590
YKL111C	YKL111C	P36074	YKL1_YEAST	S000001594
YKL115C	YKL115C	P36073	YKL5_YEAST	S000001598
YKL118W	YKL118W	P36072	YKL8_YEAST	S000001601
YKL123W	YKL123W	P36071	YKM3_YEAST	S000001606
YKL131W	YKL131W	P36067	YKN1_YEAST	S000001614
YKL133C	YKL133C	P36066	MGR3L_YEAST	S000001616
YKL136W	YKL136W	P36065	YKN6_YEAST	S000001619
YKL145W-A	YKL145W-A	P0C5P3	YK145_YEAST	S000028841
YKL147C;YKL601	YKL147C	P36061	YKO7_YEAST	S000001630
YKL151C;YKL606	YKL151C	P36059	NNRD_YEAST	S000001634
YKL153W;YKL608	YKL153W	P36058	YKP3_YEAST	S000001636
YKL156C-A	YKL156C-A	Q8TGN0	YK156_YEAST	S000028668
YKL162C-A	YKL162C-A	P0C5P4	YK162_YEAST	S000007244
YKL162C;YKL616	YKL162C	P36052	NDUF7_YEAST	S000001645
YKL165C-A	YKL165C-A	P0C5P5	YK165_YEAST	S000007617
YKL169C;YKL633	YKL169C	P36050	YKQ9_YEAST	S000001652
YKL177W	YKL177W	P34238	YKR7_YEAST	S000001660
YKL183C-A	YKL183C-A	Q3E765	YK183_YEAST	S000028558
YKL187C	YKL187C	P34231	YKS7_YEAST	S000001670
YKL202W	YKL202W	P36042	YKU2_YEAST	S000001685
YKL222C	YKL222C	P35995	YKW2_YEAST	S000001705
YKL223W	YKL223W	P36031	YKW3_YEAST	S000001706
YKL225W	YKL225W	P36030	YKW5_YEAST	S000001708
YKR005C;YK104	YKR005C	Q02203	YKY5_YEAST	S000001713
YKR011C;YK110	YKR011C	Q02209	YKZ1_YEAST	S000001719
YKR012C	YKR012C	P36109	YKZ2_YEAST	S000001720
YKR015C	YKR015C	P36111	YKZ5_YEAST	S000001723
YKR018C	YKR018C	P36114	YKR18_YEAST	S000001726
YKR023W	YKR023W	P36119	YK03_YEAST	S000001731
YKR032W	YKR032W	P36127	YK12_YEAST	S000001740
YKR033C	YKR033C	P36128	YK13_YEAST	S000001741
YKR040C	YKR040C	P36133	YK20_YEAST	S000001748
YKR041W	YKR041W	P36134	YK21_YEAST	S000001749
YKR045C	YKR045C	P36138	YK25_YEAST	S000001753
YKR047W	YKR047W	P36140	YK27_YEAST	S000001755
YKR051W	YKR051W	P36142	TM184_YEAST	S000001759
YKR070W	YKR070W	P36151	YK50_YEAST	S000001778
YKR073C	YKR073C	P36153	YK53_YEAST	S000001781
YKR075C	YKR075C	P36155	YK55_YEAST	S000001783
YKR075W-A	YKR075W-A	Q8TGM9	YK075_YEAST	S000028669
YKR078W	YKR078W	P36158	YK58_YEAST	S000001786
YKR104W	YKR104W	P0CE69	YK104_YEAST	S000001812
YLL006W-A	YLL006W-A	Q3E814	YL006_YEAST	S000028560
YLL007C;L1353	YLL007C	Q07799	YL007_YEAST	S000003930
YLL017W;L1305	YLL017W	P0CF33	YL017_YEAST	S000003940
YLL019W-A	YLL019W-A	Q8TGM8	YL019_YEAST	S000028670
YLL020C;L1219	YLL020C	Q07811	YL020_YEAST	S000003943
YLL032C	YLL032C	Q07834	YL032_YEAST	S000003955
YLL037W;L0910	YLL037W	Q07865	YL037_YEAST	S000003960
YLL044W;L0725	YLL044W	Q07880	YL044_YEAST	S000003967
YLL047W;L0709	YLL047W	Q07881	YL047_YEAST	S000003970
YLL053C;L0587	YLL053C	P0CD98	YLL53_YEAST	S000003976
YLL054C;L0584	YLL054C	Q12244	YL054_YEAST	S000003977
YLL056C;L0575	YLL056C	Q12177	YL056_YEAST	S000003979
YLL058W;L0569	YLL058W	Q12198	METW_YEAST	S000003981
YLL059C;L0563	YLL059C	Q12336	YL059_YEAST	S000003982
YLL065W;L0536	YLL065W	Q99339	GIN11_YEAST	S000003988
YLL066C;L0519;L0532	YLL066C	Q99208	YL066_YEAST	S000003989
YLL066W-A	YLL066W-A	P0CY00	YL66A_YEAST	S000028671
YLL066W-B	YLL066W-B	Q8TGJ7	YL66B_YEAST	S000028672
YLL067C;L0111;L0503;L0509	YLL067C	Q07888	YL067_YEAST	S000003990
YLL067W-A	YLL067W-A	P0CY01	YL67A_YEAST	S000028673
YLR001C;L1388	YLR001C	Q07895	YL001_YEAST	S000003991
YLR012C	YLR012C	Q07927	YL012_YEAST	S000004002
YLR030W	YLR030W	Q07967	YL030_YEAST	S000004020
YLR031W	YLR031W	Q07978	YL031_YEAST	S000004021
